,hot_line,ram,screen_size,cpu_speed,hard_disk,cd_rom,cache,color_of_unit,availability,warranty,software,guarantee,price,task
1143,1,1,-1,1,-1,1,1,1,1,1,-1,1,-1,57
1144,1,1,-1,1,1,-1,-1,1,-1,1,1,-1,1,57
1145,-1,-1,-1,-1,1,-1,-1,1,1,1,-1,1,-1,57
1146,-1,-1,1,1,-1,1,-1,1,-1,-1,-1,1,1,57
1147,-1,1,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,57
1148,-1,-1,1,1,1,-1,1,1,1,-1,1,-1,-1,57
1149,1,-1,1,1,1,1,-1,-1,1,1,-1,-1,1,57
1150,-1,1,-1,1,-1,-1,-1,-1,1,-1,1,1,1,57
1151,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,57
1152,1,1,1,-1,-1,1,-1,1,1,-1,1,-1,-1,57
1153,-1,1,1,-1,1,1,-1,-1,-1,1,1,1,-1,57
1154,-1,1,1,-1,-1,-1,1,-1,1,1,-1,-1,1,57
1155,-1,-1,-1,-1,-1,1,1,1,-1,1,1,-1,1,57
1156,1,1,1,-1,-1,1,1,1,-1,-1,1,-1,1,57
1157,-1,1,-1,-1,1,1,-1,1,1,-1,1,1,1,57
1158,1,1,-1,1,1,-1,-1,1,1,1,-1,-1,-1,57
1159,-1,-1,-1,1,-1,1,1,-1,1,-1,1,1,-1,57
1160,1,-1,1,1,-1,-1,1,-1,-1,1,1,1,-1,58
1161,1,1,1,-1,1,-1,1,1,-1,-1,-1,1,1,58
1162,1,-1,-1,-1,1,1,1,-1,1,-1,1,1,1,58
1163,1,1,-1,1,-1,1,1,1,1,1,-1,1,-1,58
1164,1,1,-1,1,1,-1,-1,1,-1,1,1,-1,1,58
1165,-1,-1,-1,-1,1,-1,-1,1,1,1,-1,1,-1,58
1166,-1,-1,1,1,-1,1,-1,1,-1,-1,-1,1,1,58
1167,-1,1,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,58
1168,-1,-1,1,1,1,-1,1,1,1,-1,1,-1,-1,58
1169,1,-1,1,1,1,1,-1,-1,1,1,-1,-1,1,58
1170,-1,1,-1,1,-1,-1,-1,-1,1,-1,1,1,1,58
1171,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,58
1172,1,1,1,-1,-1,1,-1,1,1,-1,1,-1,-1,58
1173,-1,1,1,-1,1,1,-1,-1,-1,1,1,1,-1,58
1174,-1,1,1,-1,-1,-1,1,-1,1,1,-1,-1,1,58
1175,-1,-1,-1,-1,-1,1,1,1,-1,1,1,-1,1,58
1176,1,1,1,-1,-1,1,1,1,-1,-1,1,-1,1,58
1177,-1,1,-1,-1,1,1,-1,1,1,-1,1,1,1,58
1178,1,1,-1,1,1,-1,-1,1,1,1,-1,-1,-1,58
1179,-1,-1,-1,1,-1,1,1,-1,1,-1,1,1,-1,58
1180,1,-1,1,1,-1,-1,1,-1,-1,1,1,1,-1,59
1181,1,1,1,-1,1,-1,1,1,-1,-1,-1,1,1,59
1182,1,-1,-1,-1,1,1,1,-1,1,-1,1,1,1,59
1183,1,1,-1,1,-1,1,1,1,1,1,-1,1,-1,59
1184,1,1,-1,1,1,-1,-1,1,-1,1,1,-1,1,59
1185,-1,-1,-1,-1,1,-1,-1,1,1,1,-1,1,-1,59
1186,-1,-1,1,1,-1,1,-1,1,-1,-1,-1,1,1,59
1187,-1,1,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,59
1188,-1,-1,1,1,1,-1,1,1,1,-1,1,-1,-1,59
1189,1,-1,1,1,1,1,-1,-1,1,1,-1,-1,1,59
1190,-1,1,-1,1,-1,-1,-1,-1,1,-1,1,1,1,59
1191,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,59
1192,1,1,1,-1,-1,1,-1,1,1,-1,1,-1,-1,59
1193,-1,1,1,-1,1,1,-1,-1,-1,1,1,1,-1,59
1194,-1,1,1,-1,-1,-1,1,-1,1,1,-1,-1,1,59
1195,-1,-1,-1,-1,-1,1,1,1,-1,1,1,-1,1,59
1196,1,1,1,-1,-1,1,1,1,-1,-1,1,-1,1,59
1197,-1,1,-1,-1,1,1,-1,1,1,-1,1,1,1,59
1198,1,1,-1,1,1,-1,-1,1,1,1,-1,-1,-1,59
1199,-1,-1,-1,1,-1,1,1,-1,1,-1,1,1,-1,59
1200,1,-1,1,1,-1,-1,1,-1,-1,1,1,1,-1,60
1201,1,1,1,-1,1,-1,1,1,-1,-1,-1,1,1,60
1202,1,-1,-1,-1,1,1,1,-1,1,-1,1,1,1,60
1203,1,1,-1,1,-1,1,1,1,1,1,-1,1,-1,60
1204,1,1,-1,1,1,-1,-1,1,-1,1,1,-1,1,60
1205,-1,-1,-1,-1,1,-1,-1,1,1,1,-1,1,-1,60
1206,-1,-1,1,1,-1,1,-1,1,-1,-1,-1,1,1,60
1207,-1,1,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,60
1208,-1,-1,1,1,1,-1,1,1,1,-1,1,-1,-1,60
1209,1,-1,1,1,1,1,-1,-1,1,1,-1,-1,1,60
1210,-1,1,-1,1,-1,-1,-1,-1,1,-1,1,1,1,60
1211,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,60
1212,1,1,1,-1,-1,1,-1,1,1,-1,1,-1,-1,60
1213,-1,1,1,-1,1,1,-1,-1,-1,1,1,1,-1,60
1214,-1,1,1,-1,-1,-1,1,-1,1,1,-1,-1,1,60
1215,-1,-1,-1,-1,-1,1,1,1,-1,1,1,-1,1,60
1216,1,1,1,-1,-1,1,1,1,-1,-1,1,-1,1,60
1217,-1,1,-1,-1,1,1,-1,1,1,-1,1,1,1,60
1218,1,1,-1,1,1,-1,-1,1,1,1,-1,-1,-1,60
1219,-1,-1,-1,1,-1,1,1,-1,1,-1,1,1,-1,60
1220,1,-1,1,1,-1,-1,1,-1,-1,1,1,1,-1,61
1221,1,1,1,-1,1,-1,1,1,-1,-1,-1,1,1,61
1222,1,-1,-1,-1,1,1,1,-1,1,-1,1,1,1,61
1223,1,1,-1,1,-1,1,1,1,1,1,-1,1,-1,61
1224,1,1,-1,1,1,-1,-1,1,-1,1,1,-1,1,61
1225,-1,-1,-1,-1,1,-1,-1,1,1,1,-1,1,-1,61
1226,-1,-1,1,1,-1,1,-1,1,-1,-1,-1,1,1,61
1227,-1,1,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,61
1228,-1,-1,1,1,1,-1,1,1,1,-1,1,-1,-1,61
1229,1,-1,1,1,1,1,-1,-1,1,1,-1,-1,1,61
1230,-1,1,-1,1,-1,-1,-1,-1,1,-1,1,1,1,61
1231,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,61
1232,1,1,1,-1,-1,1,-1,1,1,-1,1,-1,-1,61
1233,-1,1,1,-1,1,1,-1,-1,-1,1,1,1,-1,61
1234,-1,1,1,-1,-1,-1,1,-1,1,1,-1,-1,1,61
1235,-1,-1,-1,-1,-1,1,1,1,-1,1,1,-1,1,61
1236,1,1,1,-1,-1,1,1,1,-1,-1,1,-1,1,61
1237,-1,1,-1,-1,1,1,-1,1,1,-1,1,1,1,61
1238,1,1,-1,1,1,-1,-1,1,1,1,-1,-1,-1,61
1239,-1,-1,-1,1,-1,1,1,-1,1,-1,1,1,-1,61
1240,1,-1,1,1,-1,-1,1,-1,-1,1,1,1,-1,62
1241,1,1,1,-1,1,-1,1,1,-1,-1,-1,1,1,62
1242,1,-1,-1,-1,1,1,1,-1,1,-1,1,1,1,62
1243,1,1,-1,1,-1,1,1,1,1,1,-1,1,-1,62
1244,1,1,-1,1,1,-1,-1,1,-1,1,1,-1,1,62
1245,-1,-1,-1,-1,1,-1,-1,1,1,1,-1,1,-1,62
1246,-1,-1,1,1,-1,1,-1,1,-1,-1,-1,1,1,62
1247,-1,1,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,62
1248,-1,-1,1,1,1,-1,1,1,1,-1,1,-1,-1,62
1249,1,-1,1,1,1,1,-1,-1,1,1,-1,-1,1,62
1250,-1,1,-1,1,-1,-1,-1,-1,1,-1,1,1,1,62
1251,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,62
1252,1,1,1,-1,-1,1,-1,1,1,-1,1,-1,-1,62
1253,-1,1,1,-1,1,1,-1,-1,-1,1,1,1,-1,62
1254,-1,1,1,-1,-1,-1,1,-1,1,1,-1,-1,1,62
1255,-1,-1,-1,-1,-1,1,1,1,-1,1,1,-1,1,62
1256,1,1,1,-1,-1,1,1,1,-1,-1,1,-1,1,62
1257,-1,1,-1,-1,1,1,-1,1,1,-1,1,1,1,62
1258,1,1,-1,1,1,-1,-1,1,1,1,-1,-1,-1,62
1259,-1,-1,-1,1,-1,1,1,-1,1,-1,1,1,-1,62
1260,1,-1,1,1,-1,-1,1,-1,-1,1,1,1,-1,63
1261,1,1,1,-1,1,-1,1,1,-1,-1,-1,1,1,63
1262,1,-1,-1,-1,1,1,1,-1,1,-1,1,1,1,63
1263,1,1,-1,1,-1,1,1,1,1,1,-1,1,-1,63
1264,1,1,-1,1,1,-1,-1,1,-1,1,1,-1,1,63
1265,-1,-1,-1,-1,1,-1,-1,1,1,1,-1,1,-1,63
1266,-1,-1,1,1,-1,1,-1,1,-1,-1,-1,1,1,63
1267,-1,1,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,63
1268,-1,-1,1,1,1,-1,1,1,1,-1,1,-1,-1,63
1269,1,-1,1,1,1,1,-1,-1,1,1,-1,-1,1,63
1270,-1,1,-1,1,-1,-1,-1,-1,1,-1,1,1,1,63
1271,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,63
1272,1,1,1,-1,-1,1,-1,1,1,-1,1,-1,-1,63
1273,-1,1,1,-1,1,1,-1,-1,-1,1,1,1,-1,63
1274,-1,1,1,-1,-1,-1,1,-1,1,1,-1,-1,1,63
1275,-1,-1,-1,-1,-1,1,1,1,-1,1,1,-1,1,63
1276,1,1,1,-1,-1,1,1,1,-1,-1,1,-1,1,63
1277,-1,1,-1,-1,1,1,-1,1,1,-1,1,1,1,63
1278,1,1,-1,1,1,-1,-1,1,1,1,-1,-1,-1,63
1279,-1,-1,-1,1,-1,1,1,-1,1,-1,1,1,-1,63
1280,1,-1,1,1,-1,-1,1,-1,-1,1,1,1,-1,64
1281,1,1,1,-1,1,-1,1,1,-1,-1,-1,1,1,64
1282,1,-1,-1,-1,1,1,1,-1,1,-1,1,1,1,64
1283,1,1,-1,1,-1,1,1,1,1,1,-1,1,-1,64
1284,1,1,-1,1,1,-1,-1,1,-1,1,1,-1,1,64
1285,-1,-1,-1,-1,1,-1,-1,1,1,1,-1,1,-1,64
1286,-1,-1,1,1,-1,1,-1,1,-1,-1,-1,1,1,64
1287,-1,1,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,64
1288,-1,-1,1,1,1,-1,1,1,1,-1,1,-1,-1,64
1289,1,-1,1,1,1,1,-1,-1,1,1,-1,-1,1,64
1290,-1,1,-1,1,-1,-1,-1,-1,1,-1,1,1,1,64
1291,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,64
1292,1,1,1,-1,-1,1,-1,1,1,-1,1,-1,-1,64
1293,-1,1,1,-1,1,1,-1,-1,-1,1,1,1,-1,64
1294,-1,1,1,-1,-1,-1,1,-1,1,1,-1,-1,1,64
1295,-1,-1,-1,-1,-1,1,1,1,-1,1,1,-1,1,64
1296,1,1,1,-1,-1,1,1,1,-1,-1,1,-1,1,64
1297,-1,1,-1,-1,1,1,-1,1,1,-1,1,1,1,64
1298,1,1,-1,1,1,-1,-1,1,1,1,-1,-1,-1,64
1299,-1,-1,-1,1,-1,1,1,-1,1,-1,1,1,-1,64
1300,1,-1,1,1,-1,-1,1,-1,-1,1,1,1,-1,65
1301,1,1,1,-1,1,-1,1,1,-1,-1,-1,1,1,65
1302,1,-1,-1,-1,1,1,1,-1,1,-1,1,1,1,65
1303,1,1,-1,1,-1,1,1,1,1,1,-1,1,-1,65
1304,1,1,-1,1,1,-1,-1,1,-1,1,1,-1,1,65
1305,-1,-1,-1,-1,1,-1,-1,1,1,1,-1,1,-1,65
1306,-1,-1,1,1,-1,1,-1,1,-1,-1,-1,1,1,65
1307,-1,1,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,65
1308,-1,-1,1,1,1,-1,1,1,1,-1,1,-1,-1,65
1309,1,-1,1,1,1,1,-1,-1,1,1,-1,-1,1,65
1310,-1,1,-1,1,-1,-1,-1,-1,1,-1,1,1,1,65
1311,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,65
1312,1,1,1,-1,-1,1,-1,1,1,-1,1,-1,-1,65
1313,-1,1,1,-1,1,1,-1,-1,-1,1,1,1,-1,65
1314,-1,1,1,-1,-1,-1,1,-1,1,1,-1,-1,1,65
1315,-1,-1,-1,-1,-1,1,1,1,-1,1,1,-1,1,65
1316,1,1,1,-1,-1,1,1,1,-1,-1,1,-1,1,65
1317,-1,1,-1,-1,1,1,-1,1,1,-1,1,1,1,65
1318,1,1,-1,1,1,-1,-1,1,1,1,-1,-1,-1,65
1319,-1,-1,-1,1,-1,1,1,-1,1,-1,1,1,-1,65
1320,1,-1,1,1,-1,-1,1,-1,-1,1,1,1,-1,66
1321,1,1,1,-1,1,-1,1,1,-1,-1,-1,1,1,66
1322,1,-1,-1,-1,1,1,1,-1,1,-1,1,1,1,66
1323,1,1,-1,1,-1,1,1,1,1,1,-1,1,-1,66
1324,1,1,-1,1,1,-1,-1,1,-1,1,1,-1,1,66
1325,-1,-1,-1,-1,1,-1,-1,1,1,1,-1,1,-1,66
1326,-1,-1,1,1,-1,1,-1,1,-1,-1,-1,1,1,66
1327,-1,1,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,66
1328,-1,-1,1,1,1,-1,1,1,1,-1,1,-1,-1,66
1329,1,-1,1,1,1,1,-1,-1,1,1,-1,-1,1,66
1330,-1,1,-1,1,-1,-1,-1,-1,1,-1,1,1,1,66
1331,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,66
1332,1,1,1,-1,-1,1,-1,1,1,-1,1,-1,-1,66
1333,-1,1,1,-1,1,1,-1,-1,-1,1,1,1,-1,66
1334,-1,1,1,-1,-1,-1,1,-1,1,1,-1,-1,1,66
1335,-1,-1,-1,-1,-1,1,1,1,-1,1,1,-1,1,66
1336,1,1,1,-1,-1,1,1,1,-1,-1,1,-1,1,66
1337,-1,1,-1,-1,1,1,-1,1,1,-1,1,1,1,66
1338,1,1,-1,1,1,-1,-1,1,1,1,-1,-1,-1,66
1339,-1,-1,-1,1,-1,1,1,-1,1,-1,1,1,-1,66
1340,1,-1,1,1,-1,-1,1,-1,-1,1,1,1,-1,67
1341,1,1,1,-1,1,-1,1,1,-1,-1,-1,1,1,67
1342,1,-1,-1,-1,1,1,1,-1,1,-1,1,1,1,67
1343,1,1,-1,1,-1,1,1,1,1,1,-1,1,-1,67
1344,1,1,-1,1,1,-1,-1,1,-1,1,1,-1,1,67
1345,-1,-1,-1,-1,1,-1,-1,1,1,1,-1,1,-1,67
1346,-1,-1,1,1,-1,1,-1,1,-1,-1,-1,1,1,67
1347,-1,1,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,67
1348,-1,-1,1,1,1,-1,1,1,1,-1,1,-1,-1,67
1349,1,-1,1,1,1,1,-1,-1,1,1,-1,-1,1,67
1350,-1,1,-1,1,-1,-1,-1,-1,1,-1,1,1,1,67
1351,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,67
1352,1,1,1,-1,-1,1,-1,1,1,-1,1,-1,-1,67
1353,-1,1,1,-1,1,1,-1,-1,-1,1,1,1,-1,67
1354,-1,1,1,-1,-1,-1,1,-1,1,1,-1,-1,1,67
1355,-1,-1,-1,-1,-1,1,1,1,-1,1,1,-1,1,67
1356,1,1,1,-1,-1,1,1,1,-1,-1,1,-1,1,67
1357,-1,1,-1,-1,1,1,-1,1,1,-1,1,1,1,67
1358,1,1,-1,1,1,-1,-1,1,1,1,-1,-1,-1,67
1359,-1,-1,-1,1,-1,1,1,-1,1,-1,1,1,-1,67
1360,1,-1,1,1,-1,-1,1,-1,-1,1,1,1,-1,68
1361,1,1,1,-1,1,-1,1,1,-1,-1,-1,1,1,68
1362,1,-1,-1,-1,1,1,1,-1,1,-1,1,1,1,68
1363,1,1,-1,1,-1,1,1,1,1,1,-1,1,-1,68
1364,1,1,-1,1,1,-1,-1,1,-1,1,1,-1,1,68
1365,-1,-1,-1,-1,1,-1,-1,1,1,1,-1,1,-1,68
1366,-1,-1,1,1,-1,1,-1,1,-1,-1,-1,1,1,68
1367,-1,1,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,68
1368,-1,-1,1,1,1,-1,1,1,1,-1,1,-1,-1,68
1369,1,-1,1,1,1,1,-1,-1,1,1,-1,-1,1,68
1370,-1,1,-1,1,-1,-1,-1,-1,1,-1,1,1,1,68
1371,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,68
1372,1,1,1,-1,-1,1,-1,1,1,-1,1,-1,-1,68
1373,-1,1,1,-1,1,1,-1,-1,-1,1,1,1,-1,68
1374,-1,1,1,-1,-1,-1,1,-1,1,1,-1,-1,1,68
1375,-1,-1,-1,-1,-1,1,1,1,-1,1,1,-1,1,68
1376,1,1,1,-1,-1,1,1,1,-1,-1,1,-1,1,68
1377,-1,1,-1,-1,1,1,-1,1,1,-1,1,1,1,68
1378,1,1,-1,1,1,-1,-1,1,1,1,-1,-1,-1,68
1379,-1,-1,-1,1,-1,1,1,-1,1,-1,1,1,-1,68
1380,1,-1,1,1,-1,-1,1,-1,-1,1,1,1,-1,69
1381,1,1,1,-1,1,-1,1,1,-1,-1,-1,1,1,69
1382,1,-1,-1,-1,1,1,1,-1,1,-1,1,1,1,69
1383,1,1,-1,1,-1,1,1,1,1,1,-1,1,-1,69
1384,1,1,-1,1,1,-1,-1,1,-1,1,1,-1,1,69
1385,-1,-1,-1,-1,1,-1,-1,1,1,1,-1,1,-1,69
1386,-1,-1,1,1,-1,1,-1,1,-1,-1,-1,1,1,69
1387,-1,1,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,69
1388,-1,-1,1,1,1,-1,1,1,1,-1,1,-1,-1,69
1389,1,-1,1,1,1,1,-1,-1,1,1,-1,-1,1,69
1390,-1,1,-1,1,-1,-1,-1,-1,1,-1,1,1,1,69
1391,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,69
1392,1,1,1,-1,-1,1,-1,1,1,-1,1,-1,-1,69
1393,-1,1,1,-1,1,1,-1,-1,-1,1,1,1,-1,69
1394,-1,1,1,-1,-1,-1,1,-1,1,1,-1,-1,1,69
1395,-1,-1,-1,-1,-1,1,1,1,-1,1,1,-1,1,69
1396,1,1,1,-1,-1,1,1,1,-1,-1,1,-1,1,69
1397,-1,1,-1,-1,1,1,-1,1,1,-1,1,1,1,69
1398,1,1,-1,1,1,-1,-1,1,1,1,-1,-1,-1,69
1399,-1,-1,-1,1,-1,1,1,-1,1,-1,1,1,-1,69
1400,1,-1,1,1,-1,-1,1,-1,-1,1,1,1,-1,70
1401,1,1,1,-1,1,-1,1,1,-1,-1,-1,1,1,70
1402,1,-1,-1,-1,1,1,1,-1,1,-1,1,1,1,70
1403,1,1,-1,1,-1,1,1,1,1,1,-1,1,-1,70
1404,1,1,-1,1,1,-1,-1,1,-1,1,1,-1,1,70
1405,-1,-1,-1,-1,1,-1,-1,1,1,1,-1,1,-1,70
1406,-1,-1,1,1,-1,1,-1,1,-1,-1,-1,1,1,70
1407,-1,1,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,70
1408,-1,-1,1,1,1,-1,1,1,1,-1,1,-1,-1,70
1409,1,-1,1,1,1,1,-1,-1,1,1,-1,-1,1,70
1410,-1,1,-1,1,-1,-1,-1,-1,1,-1,1,1,1,70
1411,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,70
1412,1,1,1,-1,-1,1,-1,1,1,-1,1,-1,-1,70
1413,-1,1,1,-1,1,1,-1,-1,-1,1,1,1,-1,70
1414,-1,1,1,-1,-1,-1,1,-1,1,1,-1,-1,1,70
1415,-1,-1,-1,-1,-1,1,1,1,-1,1,1,-1,1,70
1416,1,1,1,-1,-1,1,1,1,-1,-1,1,-1,1,70
1417,-1,1,-1,-1,1,1,-1,1,1,-1,1,1,1,70
1418,1,1,-1,1,1,-1,-1,1,1,1,-1,-1,-1,70
1419,-1,-1,-1,1,-1,1,1,-1,1,-1,1,1,-1,70
1420,1,-1,1,1,-1,-1,1,-1,-1,1,1,1,-1,71
1421,1,1,1,-1,1,-1,1,1,-1,-1,-1,1,1,71
1422,1,-1,-1,-1,1,1,1,-1,1,-1,1,1,1,71
1423,1,1,-1,1,-1,1,1,1,1,1,-1,1,-1,71
1424,1,1,-1,1,1,-1,-1,1,-1,1,1,-1,1,71
1425,-1,-1,-1,-1,1,-1,-1,1,1,1,-1,1,-1,71
1426,-1,-1,1,1,-1,1,-1,1,-1,-1,-1,1,1,71
1427,-1,1,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,71
1428,-1,-1,1,1,1,-1,1,1,1,-1,1,-1,-1,71
1429,1,-1,1,1,1,1,-1,-1,1,1,-1,-1,1,71
1430,-1,1,-1,1,-1,-1,-1,-1,1,-1,1,1,1,71
1431,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,71
1432,1,1,1,-1,-1,1,-1,1,1,-1,1,-1,-1,71
1433,-1,1,1,-1,1,1,-1,-1,-1,1,1,1,-1,71
1434,-1,1,1,-1,-1,-1,1,-1,1,1,-1,-1,1,71
1435,-1,-1,-1,-1,-1,1,1,1,-1,1,1,-1,1,71
1436,1,1,1,-1,-1,1,1,1,-1,-1,1,-1,1,71
1437,-1,1,-1,-1,1,1,-1,1,1,-1,1,1,1,71
1438,1,1,-1,1,1,-1,-1,1,1,1,-1,-1,-1,71
1439,-1,-1,-1,1,-1,1,1,-1,1,-1,1,1,-1,71
1440,1,-1,1,1,-1,-1,1,-1,-1,1,1,1,-1,72
1441,1,1,1,-1,1,-1,1,1,-1,-1,-1,1,1,72
1442,1,-1,-1,-1,1,1,1,-1,1,-1,1,1,1,72
1443,1,1,-1,1,-1,1,1,1,1,1,-1,1,-1,72
1444,1,1,-1,1,1,-1,-1,1,-1,1,1,-1,1,72
1445,-1,-1,-1,-1,1,-1,-1,1,1,1,-1,1,-1,72
1446,-1,-1,1,1,-1,1,-1,1,-1,-1,-1,1,1,72
1447,-1,1,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,72
1448,-1,-1,1,1,1,-1,1,1,1,-1,1,-1,-1,72
1449,1,-1,1,1,1,1,-1,-1,1,1,-1,-1,1,72
1450,-1,1,-1,1,-1,-1,-1,-1,1,-1,1,1,1,72
1451,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,72
1452,1,1,1,-1,-1,1,-1,1,1,-1,1,-1,-1,72
1453,-1,1,1,-1,1,1,-1,-1,-1,1,1,1,-1,72
1454,-1,1,1,-1,-1,-1,1,-1,1,1,-1,-1,1,72
1455,-1,-1,-1,-1,-1,1,1,1,-1,1,1,-1,1,72
1456,1,1,1,-1,-1,1,1,1,-1,-1,1,-1,1,72
1457,-1,1,-1,-1,1,1,-1,1,1,-1,1,1,1,72
1458,1,1,-1,1,1,-1,-1,1,1,1,-1,-1,-1,72
1459,-1,-1,-1,1,-1,1,1,-1,1,-1,1,1,-1,72
1460,1,-1,1,1,-1,-1,1,-1,-1,1,1,1,-1,73
1461,1,1,1,-1,1,-1,1,1,-1,-1,-1,1,1,73
1462,1,-1,-1,-1,1,1,1,-1,1,-1,1,1,1,73
1463,1,1,-1,1,-1,1,1,1,1,1,-1,1,-1,73
1464,1,1,-1,1,1,-1,-1,1,-1,1,1,-1,1,73
1465,-1,-1,-1,-1,1,-1,-1,1,1,1,-1,1,-1,73
1466,-1,-1,1,1,-1,1,-1,1,-1,-1,-1,1,1,73
1467,-1,1,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,73
1468,-1,-1,1,1,1,-1,1,1,1,-1,1,-1,-1,73
1469,1,-1,1,1,1,1,-1,-1,1,1,-1,-1,1,73
1470,-1,1,-1,1,-1,-1,-1,-1,1,-1,1,1,1,73
1471,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,73
1472,1,1,1,-1,-1,1,-1,1,1,-1,1,-1,-1,73
1473,-1,1,1,-1,1,1,-1,-1,-1,1,1,1,-1,73
1474,-1,1,1,-1,-1,-1,1,-1,1,1,-1,-1,1,73
1475,-1,-1,-1,-1,-1,1,1,1,-1,1,1,-1,1,73
1476,1,1,1,-1,-1,1,1,1,-1,-1,1,-1,1,73
1477,-1,1,-1,-1,1,1,-1,1,1,-1,1,1,1,73
1478,1,1,-1,1,1,-1,-1,1,1,1,-1,-1,-1,73
1479,-1,-1,-1,1,-1,1,1,-1,1,-1,1,1,-1,73
1480,1,-1,1,1,-1,-1,1,-1,-1,1,1,1,-1,74
1481,1,1,1,-1,1,-1,1,1,-1,-1,-1,1,1,74
1482,1,-1,-1,-1,1,1,1,-1,1,-1,1,1,1,74
1483,1,1,-1,1,-1,1,1,1,1,1,-1,1,-1,74
1484,1,1,-1,1,1,-1,-1,1,-1,1,1,-1,1,74
1485,-1,-1,-1,-1,1,-1,-1,1,1,1,-1,1,-1,74
1486,-1,-1,1,1,-1,1,-1,1,-1,-1,-1,1,1,74
1487,-1,1,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,74
1488,-1,-1,1,1,1,-1,1,1,1,-1,1,-1,-1,74
1489,1,-1,1,1,1,1,-1,-1,1,1,-1,-1,1,74
1490,-1,1,-1,1,-1,-1,-1,-1,1,-1,1,1,1,74
1491,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,74
1492,1,1,1,-1,-1,1,-1,1,1,-1,1,-1,-1,74
1493,-1,1,1,-1,1,1,-1,-1,-1,1,1,1,-1,74
1494,-1,1,1,-1,-1,-1,1,-1,1,1,-1,-1,1,74
1495,-1,-1,-1,-1,-1,1,1,1,-1,1,1,-1,1,74
1496,1,1,1,-1,-1,1,1,1,-1,-1,1,-1,1,74
1497,-1,1,-1,-1,1,1,-1,1,1,-1,1,1,1,74
1498,1,1,-1,1,1,-1,-1,1,1,1,-1,-1,-1,74
1499,-1,-1,-1,1,-1,1,1,-1,1,-1,1,1,-1,74
1500,1,-1,1,1,-1,-1,1,-1,-1,1,1,1,-1,75
1501,1,1,1,-1,1,-1,1,1,-1,-1,-1,1,1,75
1502,1,-1,-1,-1,1,1,1,-1,1,-1,1,1,1,75
1503,1,1,-1,1,-1,1,1,1,1,1,-1,1,-1,75
1504,1,1,-1,1,1,-1,-1,1,-1,1,1,-1,1,75
1505,-1,-1,-1,-1,1,-1,-1,1,1,1,-1,1,-1,75
1506,-1,-1,1,1,-1,1,-1,1,-1,-1,-1,1,1,75
1507,-1,1,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,75
1508,-1,-1,1,1,1,-1,1,1,1,-1,1,-1,-1,75
1509,1,-1,1,1,1,1,-1,-1,1,1,-1,-1,1,75
1510,-1,1,-1,1,-1,-1,-1,-1,1,-1,1,1,1,75
1511,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,75
1512,1,1,1,-1,-1,1,-1,1,1,-1,1,-1,-1,75
1513,-1,1,1,-1,1,1,-1,-1,-1,1,1,1,-1,75
1514,-1,1,1,-1,-1,-1,1,-1,1,1,-1,-1,1,75
1515,-1,-1,-1,-1,-1,1,1,1,-1,1,1,-1,1,75
